,device_id,latitude,longitude,city,state
2476121,-5.170459487643272e+18,26.942003,75.881462,Jaipur,Rajasthan
2476203,8.554235811516193e+18,27.013584,75.869392,Jaipur,Rajasthan
2476468,5.043202651471787e+18,26.977774,75.885925,Jaipur,Rajasthan
2476520,-7.184047856482429e+18,27.014944,75.887543,Jaipur,Rajasthan
2476750,8.30561144283541e+18,27.000599,75.869698,Jaipur,Rajasthan
2476776,5.413093883731246e+18,26.936209,75.830231,Jaipur,Rajasthan
2476818,-8.939174563282419e+18,26.972166,75.837357,Jaipur,Rajasthan
2476866,-5.433907187850123e+18,26.966215,75.877953,Jaipur,Rajasthan
2476997,1.21665327015195e+18,26.952604,75.843079,Jaipur,Rajasthan
2477123,5.998662636066852e+18,27.012835,75.822609,Jaipur,Rajasthan
2477291,3.3070923728830136e+18,27.005337,75.857971,Jaipur,Rajasthan
2477654,4.019222107572343e+18,27.007593,75.864098,Jaipur,Rajasthan
2477701,-7.481257557424091e+18,26.964123,75.858803,Jaipur,Rajasthan
2477734,-4.1105724706843525e+18,26.951075,75.895256,Jaipur,Rajasthan
2477853,-9.089176978634161e+18,26.987164,75.854485,Jaipur,Rajasthan
2478055,-7.967475960765797e+18,26.966724,75.81958,Jaipur,Rajasthan
2478143,3.6153515643999764e+18,27.014666,75.889244,Jaipur,Rajasthan
2478294,5.463265118254135e+18,26.962151,75.83152,Jaipur,Rajasthan
2478455,-4.94111819039679e+18,27.019985,75.888573,Jaipur,Rajasthan
2478508,3.1428746410512855e+18,26.943678,75.859375,Jaipur,Rajasthan
2478549,-3.1544522577989806e+18,26.947401,75.893066,Jaipur,Rajasthan
2478802,5.052538489807142e+18,26.954039,75.857109,Jaipur,Rajasthan
2478914,-7.863612697663923e+18,27.018583,75.885574,Jaipur,Rajasthan
2479164,-6.285087194611258e+18,26.930454,75.874344,Jaipur,Rajasthan
2479207,-6.162421570101267e+17,26.983908,75.883339,Jaipur,Rajasthan
2479343,3.502258534515798e+18,26.960651,75.882195,Jaipur,Rajasthan
2479392,9.052079651596376e+18,27.014603,75.823624,Jaipur,Rajasthan
2479467,-1.1668134305816828e+16,26.975569,75.813484,Jaipur,Rajasthan
2479492,-1.758924461795096e+18,26.967901,75.833641,Jaipur,Rajasthan
2479527,5.992187684781887e+18,27.017063,75.826447,Jaipur,Rajasthan
2479559,-9.764841193288495e+17,26.974197,75.86499,Jaipur,Rajasthan
2479598,-5.368812250370189e+18,26.971146,75.868027,Jaipur,Rajasthan
2479650,-1.9896748499146655e+18,26.974045,75.836716,Jaipur,Rajasthan
2479876,2.3879351769665485e+18,26.938353,75.828018,Jaipur,Rajasthan
2479942,-7.393527255607409e+18,26.948599,75.818993,Jaipur,Rajasthan
2480144,-6.799134424977661e+18,26.945608,75.814713,Jaipur,Rajasthan
2480175,4.412680759925007e+17,26.939812,75.891121,Jaipur,Rajasthan
2480211,-1.4588573065491546e+18,26.931139,75.847939,Jaipur,Rajasthan
2480256,5.815531596355695e+18,27.006868,75.899353,Jaipur,Rajasthan
2480306,-6.122189004418053e+18,26.935129,75.863503,Jaipur,Rajasthan
2480349,-6.508063430401083e+18,26.993387,75.81266,Jaipur,Rajasthan
2480442,-7.113571093663604e+18,27.008032,75.885773,Jaipur,Rajasthan
2480466,-4.783029293044158e+18,26.998999,75.840591,Jaipur,Rajasthan
2480536,-2.0092779559731894e+18,26.967697,75.87352,Jaipur,Rajasthan
2480715,3.562355872640618e+18,26.953991,75.836166,Jaipur,Rajasthan
2481264,5.442861129673223e+18,26.942053,75.812241,Jaipur,Rajasthan
2481405,-1.8001947472916134e+18,26.949261,75.887749,Jaipur,Rajasthan
2481498,1.1255529460639283e+18,26.934084,75.841087,Jaipur,Rajasthan
2481600,6.133740726948805e+18,26.993368,75.846924,Jaipur,Rajasthan
2482078,1.5694774289676567e+18,26.944633,75.892731,Jaipur,Rajasthan
2482080,-7.370124064187524e+18,27.012939,75.818932,Jaipur,Rajasthan
2482273,3.1637872311168164e+18,26.947769,75.816803,Jaipur,Rajasthan
2482307,4.5332112893296374e+18,26.985498,75.885262,Jaipur,Rajasthan
2482408,3.223431999097424e+18,27.006592,75.862129,Jaipur,Rajasthan
2482455,5.220980008618862e+18,26.981344,75.88163,Jaipur,Rajasthan
2482615,5.425942611283122e+18,26.974669,75.889938,Jaipur,Rajasthan
2482709,6.626778865766257e+18,26.976622,75.880646,Jaipur,Rajasthan
2482720,-5.409893306817811e+18,27.019018,75.82795,Jaipur,Rajasthan
2482732,1.815927119105474e+18,26.965893,75.873177,Jaipur,Rajasthan
2482773,-5.349338524207284e+18,27.002235,75.851997,Jaipur,Rajasthan
2483012,2.9180226100765e+18,26.993155,75.845062,Jaipur,Rajasthan
2483109,3.776480678819837e+17,26.980318,75.875244,Jaipur,Rajasthan
2483267,1.574209371826887e+18,26.957701,75.881393,Jaipur,Rajasthan
2483391,-4.6783130281596915e+17,26.998867,75.831085,Jaipur,Rajasthan
2483530,5.496317021483474e+18,26.965967,75.845947,Jaipur,Rajasthan
2483656,-2.2947842622356114e+18,26.997782,75.866104,Jaipur,Rajasthan
2483888,1.8952752411114102e+18,27.010908,75.821487,Jaipur,Rajasthan
2483969,7.864442212233061e+16,26.944,75.873734,Jaipur,Rajasthan
2484403,-4.3567442396224056e+18,27.002478,75.86808,Jaipur,Rajasthan
2484514,-8.282623231142475e+18,26.941772,75.878815,Jaipur,Rajasthan
2484647,-1.9931168277667197e+18,26.971106,75.86927,Jaipur,Rajasthan
2484819,-6.938124019380969e+17,27.013866,75.830009,Jaipur,Rajasthan
2484935,8.14441317960043e+18,26.981962,75.84935,Jaipur,Rajasthan
2485085,8.135545646156763e+18,26.950211,75.896362,Jaipur,Rajasthan
2485111,8.575199474136265e+18,26.983133,75.813789,Jaipur,Rajasthan
2485168,-8.840878138415705e+18,27.010618,75.813858,Jaipur,Rajasthan
2485503,-4.820572752577114e+18,27.014797,75.815384,Jaipur,Rajasthan
2485684,4.0297026028924114e+18,26.976749,75.854813,Jaipur,Rajasthan
2485773,-9.221639938103564e+18,26.989676,75.816956,Jaipur,Rajasthan
2485807,-6.693691545771332e+18,26.978388,75.836037,Jaipur,Rajasthan
2485830,8.51700694055843e+18,26.96981,75.898705,Jaipur,Rajasthan
2485890,2.500382037429983e+18,26.936222,75.899261,Jaipur,Rajasthan
2485902,4.1840572873506627e+18,26.956661,75.854187,Jaipur,Rajasthan
2486148,-8.086450461126005e+18,26.989594,75.812729,Jaipur,Rajasthan
2486160,2.0556616706536942e+18,27.008503,75.898697,Jaipur,Rajasthan
2486330,4.224422727484619e+18,26.994404,75.828011,Jaipur,Rajasthan
2486406,8.478385953319631e+18,27.017117,75.870636,Jaipur,Rajasthan
2486448,-3.7164900387872876e+18,27.00712,75.819962,Jaipur,Rajasthan
2486597,6.090072008611348e+18,26.98975,75.859604,Jaipur,Rajasthan
2486761,-3.424621982817704e+18,27.001051,75.897552,Jaipur,Rajasthan
2487051,7.730460308634848e+18,26.960489,75.863464,Jaipur,Rajasthan
2487108,2.7829020114369567e+18,27.005163,75.873398,Jaipur,Rajasthan
2487131,-8.790840836060236e+18,26.976164,75.847977,Jaipur,Rajasthan
2487301,6.005180722982172e+18,26.954081,75.887543,Jaipur,Rajasthan
2487429,-9.851244622686459e+17,26.999006,75.844032,Jaipur,Rajasthan
2487484,-1.2636158284309192e+18,27.001829,75.817719,Jaipur,Rajasthan
2487499,-2.4743632026023747e+18,26.968493,75.824532,Jaipur,Rajasthan
2487630,-6.436341823402267e+18,26.970814,75.86541,Jaipur,Rajasthan
2487716,-4.4503630084189353e+18,27.015459,75.894333,Jaipur,Rajasthan
2487833,-5.472321732421934e+18,26.989126,75.822472,Jaipur,Rajasthan
2488090,2.0320937342872133e+18,26.986944,75.85862,Jaipur,Rajasthan
2488124,7.501344298120802e+18,27.000538,75.863815,Jaipur,Rajasthan
2488389,-3.2144378704897306e+18,26.932611,75.837822,Jaipur,Rajasthan
2488787,-8.429751574250694e+18,26.934151,75.856789,Jaipur,Rajasthan
2488960,5.113756323344451e+18,26.969662,75.863617,Jaipur,Rajasthan
2489368,2.0179325746516626e+18,27.016115,75.852898,Jaipur,Rajasthan
2489573,7.412199623140037e+18,26.95628,75.849945,Jaipur,Rajasthan
2489604,-8.20301673961357e+18,27.012951,75.852692,Jaipur,Rajasthan
2489717,-5.713953934955846e+17,26.998957,75.820435,Jaipur,Rajasthan
2489909,3.641966503153975e+18,26.932442,75.862564,Jaipur,Rajasthan
2489971,5.925805835941399e+18,26.988417,75.838631,Jaipur,Rajasthan
2489985,8.907932811926884e+18,27.017731,75.891998,Jaipur,Rajasthan
2490066,-2.878482702359588e+18,26.978495,75.830559,Jaipur,Rajasthan
2490155,8.98001439551453e+18,27.007708,75.873154,Jaipur,Rajasthan
2490171,7.419608755662359e+17,26.998337,75.824806,Jaipur,Rajasthan
2490175,6.330039134767534e+18,26.961636,75.848328,Jaipur,Rajasthan
2490207,-2.707966304861267e+18,26.972389,75.837334,Jaipur,Rajasthan
2490261,-4.6065095186651386e+17,26.934851,75.820335,Jaipur,Rajasthan
2490265,5.7251261040967546e+17,26.958897,75.859108,Jaipur,Rajasthan
2490400,4.580179444377398e+18,26.96022,75.835754,Jaipur,Rajasthan
2490432,4.580179444377398e+18,27.0,75.880493,Jaipur,Rajasthan
2491021,3.588175256951744e+18,26.934572,75.869461,Jaipur,Rajasthan
2491252,-7.501473320008184e+18,27.004793,75.843842,Jaipur,Rajasthan
2491328,6.551545318098896e+18,26.935556,75.810722,Jaipur,Rajasthan
2491382,-8.555271284677338e+18,26.983217,75.841118,Jaipur,Rajasthan
2491410,5.548463378996279e+18,27.005009,75.898216,Jaipur,Rajasthan
2491687,3.5003078922050273e+18,26.993155,75.824898,Jaipur,Rajasthan
2491709,-1.5747563254479286e+17,27.004396,75.877533,Jaipur,Rajasthan
2491821,3.6032549052642924e+18,26.946171,75.88549,Jaipur,Rajasthan
2491834,-3.2915176377344186e+17,26.971804,75.819252,Jaipur,Rajasthan
2491842,8.619009934071014e+18,26.932844,75.830681,Jaipur,Rajasthan
2491887,2.4936798178197578e+17,26.991648,75.873192,Jaipur,Rajasthan
2492040,3.4869147839508357e+18,26.966774,75.884392,Jaipur,Rajasthan
2492049,-1.0248959100457101e+18,26.97971,75.815468,Jaipur,Rajasthan
2492152,1.462764847560357e+18,27.000719,75.833458,Jaipur,Rajasthan
2492185,-8.362324397921247e+18,26.986967,75.849899,Jaipur,Rajasthan
2492435,-9.162243402368559e+18,26.933306,75.826881,Jaipur,Rajasthan
2492460,-3.515778814011598e+18,27.017412,75.869286,Jaipur,Rajasthan
2492510,9.45494458044179e+17,26.946339,75.84967,Jaipur,Rajasthan
2492804,-3.6520190718115635e+18,26.981123,75.838867,Jaipur,Rajasthan
2492826,6.29706365611142e+18,26.985275,75.889648,Jaipur,Rajasthan
2493160,2.1953355948440947e+18,26.966427,75.834984,Jaipur,Rajasthan
2493179,6.573170310034051e+18,27.019285,75.82737,Jaipur,Rajasthan
2493256,8.378984638975035e+18,26.951571,75.832977,Jaipur,Rajasthan
2493328,6.275100380602108e+17,26.930067,75.854599,Jaipur,Rajasthan
2493338,2.1180390531051433e+18,27.005512,75.865105,Jaipur,Rajasthan
2493570,-9.135088630313809e+18,26.957617,75.833038,Jaipur,Rajasthan
2493687,-6.188788767381354e+18,27.010365,75.871002,Jaipur,Rajasthan
2493753,-7.235554770559196e+17,26.965683,75.82399,Jaipur,Rajasthan
2493804,-6.139102544645846e+18,26.948471,75.857346,Jaipur,Rajasthan
2493883,8.994276715573094e+18,26.931873,75.878777,Jaipur,Rajasthan
2493962,4.8319958627718483e+17,26.930279,75.83139,Jaipur,Rajasthan
2494018,8.490006891569102e+18,26.978352,75.846802,Jaipur,Rajasthan
2494173,-5.408199440005842e+18,26.986128,75.850113,Jaipur,Rajasthan
2494378,4.932805628112222e+18,26.959089,75.840248,Jaipur,Rajasthan
2494427,-6.402932492565987e+18,26.973551,75.875114,Jaipur,Rajasthan
2494443,-7.660632612375676e+18,27.002804,75.815521,Jaipur,Rajasthan
2494480,8.442717209623979e+18,27.001081,75.893608,Jaipur,Rajasthan
2494583,2.4373144075601234e+18,27.008923,75.817467,Jaipur,Rajasthan
2494691,7.205649802491102e+18,26.981853,75.898972,Jaipur,Rajasthan
2494799,-2.329628479616056e+18,26.964176,75.897736,Jaipur,Rajasthan
2494933,3.238009352149732e+18,26.979691,75.859703,Jaipur,Rajasthan
2494976,5.391590159544287e+18,27.018215,75.816071,Jaipur,Rajasthan
2495036,4.466541852841155e+18,26.934919,75.811264,Jaipur,Rajasthan
2495138,3.660575490627203e+18,26.987022,75.823334,Jaipur,Rajasthan
2495168,1.9814059061884393e+18,26.942228,75.885017,Jaipur,Rajasthan
2495299,7.591647842291812e+18,26.943403,75.817787,Jaipur,Rajasthan
2495408,1.9433878312308987e+18,26.987059,75.812325,Jaipur,Rajasthan
2495622,-7.191812953371794e+18,26.949587,75.842796,Jaipur,Rajasthan
2495995,-1.6797098970216579e+18,27.005108,75.820702,Jaipur,Rajasthan
2496026,-6.923986189419311e+18,26.944813,75.818062,Jaipur,Rajasthan
2496085,-6.965758226300241e+18,26.95643,75.878044,Jaipur,Rajasthan
2496088,3.481543262097265e+18,26.963219,75.898315,Jaipur,Rajasthan
2496098,8.51413785330451e+18,26.971409,75.857613,Jaipur,Rajasthan
2496234,9.242114999386383e+17,27.005966,75.890854,Jaipur,Rajasthan
2496318,-7.171154085052725e+18,27.017183,75.829582,Jaipur,Rajasthan
2496328,-8.30103021597532e+17,26.992268,75.884377,Jaipur,Rajasthan
2496376,-1.9315339515386424e+18,26.997017,75.845512,Jaipur,Rajasthan
2496383,1.3584332852496187e+18,26.954212,75.881683,Jaipur,Rajasthan
2496444,-1.5159566630871706e+18,27.001116,75.872185,Jaipur,Rajasthan
2496571,-6.500134282435749e+18,26.956703,75.873276,Jaipur,Rajasthan
2496634,7.075974216403244e+18,26.955881,75.854599,Jaipur,Rajasthan
2496688,-2.927960084788438e+18,27.015566,75.822319,Jaipur,Rajasthan
2496811,3.980706118413221e+18,26.949282,75.860481,Jaipur,Rajasthan
2496938,-8.105554938292934e+18,26.974291,75.886894,Jaipur,Rajasthan
2497016,-1.0451274846190065e+18,26.997644,75.836281,Jaipur,Rajasthan
2497025,6.17616757611119e+18,26.938335,75.816734,Jaipur,Rajasthan
2497044,6.286513391775923e+18,26.969381,75.830627,Jaipur,Rajasthan
2497342,8.105132611847157e+18,26.985617,75.867455,Jaipur,Rajasthan
2497476,4.5667251170565944e+18,26.992662,75.890297,Jaipur,Rajasthan
2497529,-7.115588784938778e+18,27.001648,75.825279,Jaipur,Rajasthan
2497554,8.484127704535036e+18,26.930815,75.8657,Jaipur,Rajasthan
2497789,8.251516046622824e+18,26.953171,75.892395,Jaipur,Rajasthan
2497903,-1.3903048306844316e+18,26.987265,75.846786,Jaipur,Rajasthan
2497929,7.823613675849529e+18,26.964127,75.836929,Jaipur,Rajasthan
2497952,6.939131393580448e+18,27.004234,75.84137,Jaipur,Rajasthan
2498076,6.934304247118856e+18,26.991844,75.885231,Jaipur,Rajasthan
2498345,-8.256395058204404e+18,27.005665,75.865219,Jaipur,Rajasthan
2498481,-8.27720424974169e+18,26.944521,75.887642,Jaipur,Rajasthan
2498529,5.463922755269998e+18,26.959017,75.85183,Jaipur,Rajasthan
2498551,3.809925869550513e+18,26.931692,75.814148,Jaipur,Rajasthan
2498674,-8.556761224107687e+18,26.937992,75.891411,Jaipur,Rajasthan
2498717,-6.289816639274874e+17,26.944809,75.885811,Jaipur,Rajasthan
2498855,-5.500938280267266e+18,27.011372,75.894394,Jaipur,Rajasthan
2498884,4.274104887655803e+18,26.94511,75.891502,Jaipur,Rajasthan
2499317,-7.311749369550411e+18,26.981171,75.848518,Jaipur,Rajasthan
2499403,-4.3532973360941087e+18,26.946245,75.84771,Jaipur,Rajasthan
2499532,-1.390158962150282e+18,26.973473,75.854233,Jaipur,Rajasthan
2499744,4.482389535772532e+18,26.94846,75.868195,Jaipur,Rajasthan
2499761,3.4649233350329805e+18,26.989475,75.859772,Jaipur,Rajasthan
2499837,-3.5684408926489e+18,26.986963,75.85054,Jaipur,Rajasthan
2499870,5.036282764976647e+18,26.954224,75.87973,Jaipur,Rajasthan
2499972,1.063231435193052e+18,26.942703,75.835625,Jaipur,Rajasthan
2500485,7.738228460038617e+18,27.01016,75.868813,Jaipur,Rajasthan
2500506,3.8082980259875707e+18,27.006895,75.877159,Jaipur,Rajasthan
2500569,-4.169127972837244e+18,26.937609,75.871445,Jaipur,Rajasthan
2500709,2.673546047843245e+18,26.976049,75.869446,Jaipur,Rajasthan
2500754,2.680223174345371e+18,26.968676,75.878708,Jaipur,Rajasthan
2500796,6.897503463486017e+17,27.006052,75.852013,Jaipur,Rajasthan
2501236,1.7396641949277023e+18,26.976606,75.855324,Jaipur,Rajasthan
2501315,-7.082011526735828e+18,26.972109,75.875969,Jaipur,Rajasthan
2501427,1.4230097995248658e+18,26.947573,75.868858,Jaipur,Rajasthan
2501558,-8.59564951681439e+18,26.953461,75.838631,Jaipur,Rajasthan
2501570,3.9527173976773714e+18,26.972792,75.896042,Jaipur,Rajasthan
2501750,-2.8719996345224896e+17,26.949787,75.845619,Jaipur,Rajasthan
2501799,-1.9298601065866342e+17,26.986677,75.87513,Jaipur,Rajasthan
2501940,-8.718973040583801e+18,27.018513,75.84639,Jaipur,Rajasthan
2501953,-3.9453312694481715e+18,27.013206,75.88887,Jaipur,Rajasthan
2502018,5.481055069428898e+18,26.958958,75.878563,Jaipur,Rajasthan
2502022,-6.957952046502286e+17,27.006804,75.856003,Jaipur,Rajasthan
2502058,-6.568541343798894e+17,26.948898,75.85054,Jaipur,Rajasthan
2502173,1.7042023953609572e+18,27.011057,75.829613,Jaipur,Rajasthan
2502283,-2.018641192647865e+18,26.942451,75.863106,Jaipur,Rajasthan
2502364,7.064578758465113e+18,27.016241,75.816994,Jaipur,Rajasthan
2502589,1.5413244305418806e+18,26.962084,75.884468,Jaipur,Rajasthan
2502702,-7.396305288541514e+18,27.015818,75.847824,Jaipur,Rajasthan
2502744,-9259176642471628.0,26.930964,75.855019,Jaipur,Rajasthan
2503187,-3.6211707105350733e+18,26.948521,75.835739,Jaipur,Rajasthan
2503284,-6.348691204991174e+18,26.993895,75.824028,Jaipur,Rajasthan
2503330,-2.9241462098636703e+18,26.940565,75.863144,Jaipur,Rajasthan
2503342,-5.242831442262205e+18,26.991304,75.849815,Jaipur,Rajasthan
2503357,3.5181263707188986e+17,26.958633,75.856316,Jaipur,Rajasthan
2503445,-4.055423037557031e+18,26.940853,75.859978,Jaipur,Rajasthan
2503527,3.076007403425777e+18,26.980015,75.861198,Jaipur,Rajasthan
2503579,-2.3854469431782804e+18,26.935022,75.845718,Jaipur,Rajasthan
2503766,3.1805550939796157e+18,27.00979,75.865509,Jaipur,Rajasthan
2503796,-7.696414179690857e+18,27.008106,75.844543,Jaipur,Rajasthan
2503947,-2.479945646161185e+18,27.006542,75.890305,Jaipur,Rajasthan
2504015,4.121008932198517e+18,26.962442,75.824486,Jaipur,Rajasthan
2504102,6.612750463098835e+18,26.956318,75.878654,Jaipur,Rajasthan
2504153,-2.9802859340095565e+18,26.956245,75.813698,Jaipur,Rajasthan
2504237,-2.951653891486534e+18,26.935059,75.894531,Jaipur,Rajasthan
2504323,6.270232593676929e+18,26.952293,75.837875,Jaipur,Rajasthan
2504362,-7.95027791735905e+16,26.992886,75.824745,Jaipur,Rajasthan
2504446,2.982641630248174e+18,26.945307,75.848671,Jaipur,Rajasthan
2504588,1.387384103634649e+18,26.965221,75.821045,Jaipur,Rajasthan
2504701,6.176586027639087e+18,27.001249,75.880692,Jaipur,Rajasthan
2504812,8.041092317228058e+18,27.006466,75.843521,Jaipur,Rajasthan
2505027,-1.8855747030319675e+18,26.991308,75.816345,Jaipur,Rajasthan
2505077,-5.182257146198807e+18,26.959763,75.861687,Jaipur,Rajasthan
2505124,-1.292878172163904e+18,26.973671,75.860893,Jaipur,Rajasthan
2505176,-6.948362372360382e+18,26.949347,75.862221,Jaipur,Rajasthan
2505325,4.316547181330998e+18,26.993425,75.873657,Jaipur,Rajasthan
2505425,-1.3671139230821181e+18,27.006001,75.866386,Jaipur,Rajasthan
2505518,-4.3131585028084603e+18,27.013168,75.838501,Jaipur,Rajasthan
2505591,4.130066932134203e+18,27.000477,75.842842,Jaipur,Rajasthan
2505626,-5.937905553507105e+18,26.957256,75.863457,Jaipur,Rajasthan
2505724,3.4412099392063974e+18,27.00626,75.825645,Jaipur,Rajasthan
2505765,4.0461297326460667e+18,26.937775,75.877419,Jaipur,Rajasthan
2505986,3.3507709780887055e+18,26.945143,75.857941,Jaipur,Rajasthan
2506090,3.334287988454356e+17,26.945595,75.875793,Jaipur,Rajasthan
2506491,8.080189805516081e+18,26.953442,75.877708,Jaipur,Rajasthan
2506547,1.7689765772741281e+18,26.948387,75.885597,Jaipur,Rajasthan
2506913,4.088975821647097e+17,26.940651,75.839859,Jaipur,Rajasthan
2506924,7.287023018157348e+18,26.936968,75.854851,Jaipur,Rajasthan
2506997,-1.4429606767872742e+18,27.007559,75.849731,Jaipur,Rajasthan
2507075,-9.013478021684827e+18,26.969442,75.839378,Jaipur,Rajasthan
2507081,-9.500658477746029e+17,26.953218,75.813576,Jaipur,Rajasthan
2507177,-1.4493025036317338e+18,26.962282,75.883812,Jaipur,Rajasthan
2507297,3.946839950745299e+18,26.993673,75.895142,Jaipur,Rajasthan
2507422,7.265114558131209e+18,27.014565,75.851585,Jaipur,Rajasthan
2507466,6.769369800228992e+18,26.963369,75.86908,Jaipur,Rajasthan
2507491,6.67374760106236e+18,26.960787,75.843048,Jaipur,Rajasthan
2507707,4.298627332828127e+18,26.960407,75.879669,Jaipur,Rajasthan
2507722,-2.4326423303935447e+18,26.975761,75.817337,Jaipur,Rajasthan
2507738,-1.325409136735886e+18,27.012939,75.838455,Jaipur,Rajasthan
2508054,1.1778451453947968e+18,26.953566,75.848366,Jaipur,Rajasthan
2508758,3.186781537098949e+18,26.938814,75.832069,Jaipur,Rajasthan
2508843,6.67896922796717e+18,26.945652,75.861656,Jaipur,Rajasthan
2508946,-4.364685732548482e+18,27.010851,75.855293,Jaipur,Rajasthan
2508985,1.3734282843849856e+17,27.003477,75.835442,Jaipur,Rajasthan
2509100,3.792232774004369e+18,27.018089,75.84153,Jaipur,Rajasthan
2509255,-7.502336536417668e+17,26.993896,75.858597,Jaipur,Rajasthan
2509335,-8.998525027275452e+18,26.966196,75.886833,Jaipur,Rajasthan
2509384,9.720484277549653e+16,26.953974,75.851875,Jaipur,Rajasthan
2509617,4.330277502505934e+18,26.946388,75.888504,Jaipur,Rajasthan
2509677,1.9240038907025224e+18,27.003876,75.856354,Jaipur,Rajasthan
2509714,-5.061537842375322e+18,26.954699,75.859436,Jaipur,Rajasthan
2510009,5.045172159000924e+18,26.964602,75.880646,Jaipur,Rajasthan
2510034,5.299880329335114e+18,26.946068,75.835831,Jaipur,Rajasthan
2510177,3.8156536593774177e+18,26.963205,75.857529,Jaipur,Rajasthan
2510534,2.469678352028186e+18,26.935942,75.886902,Jaipur,Rajasthan
2510643,-6.882311080746897e+18,26.957302,75.871727,Jaipur,Rajasthan
2510689,6.06879389364584e+18,26.968676,75.898422,Jaipur,Rajasthan
2510747,-7.964087104026636e+18,26.99535,75.82206,Jaipur,Rajasthan
2510820,-6.678497720231285e+18,26.976044,75.890305,Jaipur,Rajasthan
2510906,4.7959183232648915e+17,27.014074,75.871315,Jaipur,Rajasthan
2510913,8.178416004970822e+18,26.95145,75.877594,Jaipur,Rajasthan
2511411,-5.417775740506262e+18,26.96813,75.89109,Jaipur,Rajasthan
2511441,8.478329037723734e+18,26.938576,75.860725,Jaipur,Rajasthan
2511617,-2.3590346346786314e+18,26.998434,75.872185,Jaipur,Rajasthan
2511981,-8.279417732984486e+18,26.973068,75.863129,Jaipur,Rajasthan
2512210,-1.083780570562214e+18,26.992367,75.82476,Jaipur,Rajasthan
2512286,-5.33017884809827e+18,26.949745,75.894058,Jaipur,Rajasthan
